event, id, x, y
3866,114,998,65
3866,370,1008,63
3866,370,1008,64
3866,380,990,502
3866,624,862,41
3866,626,1017,61
3866,626,1018,61
3867,122,115,38
3867,122,115,39
3867,122,115,40
3867,122,116,38
3867,122,116,39
3867,122,116,40
3867,378,107,41
3867,380,990,502
3867,624,862,41
3867,634,100,42
3867,634,101,42
3867,634,101,43
3867,634,100,43
3868,114,1013,70
3868,114,1014,70
3868,370,1021,70
3868,370,1021,71
3868,380,990,502
3869,122,108,18
3869,122,109,18
3869,122,109,19
3869,122,108,19
3869,378,100,20
3869,378,101,20
3869,378,101,21
3869,378,100,21
3869,380,990,502
3869,634,95,23
3869,634,94,23
3869,634,94,24
3869,634,95,24
3870,122,133,23
3870,122,132,23
3870,122,132,24
3870,122,133,24
3870,122,133,25
3870,378,124,24
3870,378,125,24
3870,378,125,25
3870,378,124,25
3870,380,990,502
3870,634,119,23
3870,634,118,23
3870,634,118,24
3870,634,119,24
3870,634,119,25
3870,634,118,25
3870,634,118,26
3870,634,119,26
3870,634,120,24
3870,634,120,25
3871,122,125,62
3871,122,127,61
3871,122,126,61
3871,122,126,62
3871,122,127,62
3871,122,127,63
3871,122,126,63
3871,378,117,63
3871,378,116,63
3871,378,116,64
3871,378,117,64
3871,380,990,502
3871,627,22,109
3871,634,108,64
3871,634,109,64
3871,634,109,65
3871,634,108,65
3872,115,5,4
3872,115,5,5
3872,371,13,1
3872,371,12,2
3872,371,13,2
3872,371,13,3
3872,371,12,3
3872,380,990,502
3872,627,22,109
3873,122,157,7
3873,122,156,7
3873,122,156,8
3873,378,147,7
3873,378,147,8
3873,380,990,502
3873,634,139,6
3873,634,139,7
3873,634,140,6
3874,377,1021,1
3874,377,1020,1
3874,377,1020,2
3874,377,1021,2
3874,380,990,502
3874,627,22,109
3874,633,1012,2
3874,633,1013,3
3874,633,1012,3
3874,633,1012,4
3874,633,1013,4
3875,115,25,94
3875,115,25,95
3875,115,26,94
3875,115,26,95
3875,371,35,94
3875,371,35,95
3875,371,34,95
3875,371,34,96
3875,371,35,96
3875,371,35,97
3875,371,36,94
3875,371,36,95
3875,371,36,96
3875,380,990,502
3875,627,22,109
3875,627,43,97
3875,627,42,97
3875,627,43,98
3876,121,838,95
3876,122,153,145
3876,377,823,97
3876,377,823,98
3876,377,824,97
3876,377,824,98
3876,380,990,502
3876,633,811,100
3876,633,812,99
3876,633,812,100
3877,115,155,95
3877,115,154,95
3877,115,154,96
3877,115,155,96
3877,371,165,92
3877,371,165,93
3877,371,164,93
3877,380,990,502
3877,627,174,90
3877,627,175,90
3877,627,175,91
3877,627,174,91
3878,122,37,80
3878,122,37,81
3878,122,38,80
3878,122,38,81
3878,378,28,82
3878,380,990,502
3878,634,20,82
3878,634,21,82
3878,634,21,83
3878,634,20,83
3879,115,33,133
3879,115,34,133
3879,115,34,134
3879,371,44,132
3879,371,44,133
3879,380,990,502
3879,627,53,133
3879,627,52,133
3879,627,52,134
3879,627,53,134
3880,121,980,6
3880,121,981,6
3880,377,973,7
3880,377,972,7
3880,377,972,8
3880,377,973,8
3880,380,990,502
3880,624,862,41
3880,633,967,9
3880,633,967,10
3881,122,55,40
3881,122,55,41
3881,122,56,40
3881,122,57,40
3881,122,57,41
3881,122,56,41
3881,122,56,42
3881,378,47,42
3881,378,47,43
3881,380,990,502
3881,634,40,44
3881,634,40,45
3882,114,605,9
3882,114,933,129
3882,114,933,130
3882,114,933,131
3882,114,934,129
3882,114,934,130
3882,114,934,131
3882,370,941,129
3882,370,942,128
3882,370,942,129
3882,380,990,502
3882,626,949,127
3882,626,949,128
3882,626,950,128
3883,115,41,31
3883,115,41,32
3883,115,42,31
3883,115,42,32
3883,371,49,31
3883,371,48,31
3883,371,49,32
3883,380,990,502
3883,627,55,31
3883,627,54,31
3883,627,54,32
3883,627,55,32
3884,115,15,2
3884,115,15,3
3884,115,14,3
3884,371,25,1
3884,371,24,1
3884,371,25,2
3884,380,990,502
3885,114,875,20
3885,114,875,21
3885,114,876,19
3885,114,876,20
3885,114,876,21
3885,370,884,19
3885,370,884,20
3885,380,990,502
3885,626,891,17
3885,626,890,17
3885,626,890,18
3886,122,124,84
3886,122,125,84
3886,122,125,85
3886,122,124,85
3886,122,124,86
3886,378,118,90
3886,378,119,90
3886,378,119,91
3886,378,118,91
3886,380,990,502
3886,627,22,109
3886,634,115,90
3886,634,115,91
3886,634,117,89
3886,634,116,89
3886,634,116,90
3886,634,117,90
3886,634,117,91
3886,634,116,91
3887,114,956,52
3887,114,957,53
3887,114,956,53
3887,114,956,54
3887,370,965,52
3887,370,965,53
3887,370,966,52
3887,380,990,502
3887,626,973,51
3887,626,972,51
3887,626,973,52
3888,115,141,53
3888,115,141,54
3888,115,142,53
3888,115,142,54
3888,371,149,51
3888,371,149,52
3888,371,150,52
3888,380,990,502
3888,627,155,51
3888,627,156,51
3888,627,156,52
3888,627,670,506
3889,121,991,63
3889,121,990,63
3889,377,980,64
3889,377,981,64
3889,377,981,65
3889,377,980,65
3889,377,982,64
3889,377,982,65
3889,380,990,502
3889,633,973,65
3889,633,972,65
3889,633,972,66
3889,633,973,66
3890,122,10,62
3890,122,11,62
3890,122,11,63
3890,122,10,63
3890,122,10,64
3890,378,1,64
3890,378,1,65
3890,378,0,65
3890,380,990,502
3890,627,22,109
3891,114,920,74
3891,114,921,74
3891,114,921,75
3891,114,920,75
3891,370,927,75
3891,370,928,74
3891,370,928,75
3891,370,928,76
3891,380,990,502
3891,626,933,75
3891,626,932,76
3891,626,933,76
3892,115,38,128
3892,115,39,128
3892,115,39,129
3892,115,38,129
3892,371,45,129
3892,371,44,129
3892,371,44,130
3892,371,45,130
3892,380,990,502
3892,627,49,130
3892,627,49,131
3892,627,48,131
3892,627,49,132
3893,122,124,28
3893,122,125,28
3893,122,125,29
3893,122,124,29
3893,122,124,30
3893,122,125,30
3893,378,115,32
3893,378,116,32
3893,378,116,33
3893,380,990,502
3893,634,108,34
3893,634,109,35
3893,634,108,35
3893,634,108,36
3893,634,109,36
3894,121,1012,82
3894,121,1013,82
3894,121,1013,83
3894,121,1012,83
3894,377,1002,86
3894,377,1003,86
3894,377,1003,87
3894,377,1002,87
3894,380,990,502
3894,633,995,90
3894,633,995,91
3894,633,996,90
3894,633,996,91
3895,121,962,120
3895,121,962,121
3895,377,951,123
3895,377,951,124
3895,377,952,123
3895,377,952,124
3895,380,990,502
3895,633,943,125
3895,633,943,126
3896,121,1011,74
3896,121,1011,75
3896,122,153,145
3896,377,1000,76
3896,377,1001,76
3896,377,1001,77
3896,377,1000,77
3896,380,990,502
3896,633,991,78
3896,633,992,78
3897,122,39,57
3897,122,39,58
3897,122,40,57
3897,378,29,59
3897,378,28,59
3897,378,28,60
3897,380,990,502
3897,634,18,60
3897,634,19,60
3897,634,19,61
3897,634,18,61
3897,634,18,62
3898,115,191,77
3898,115,191,78
3898,115,192,77
3898,115,192,78
3898,371,201,75
3898,371,201,76
3898,371,202,75
3898,371,202,76
3898,380,990,502
3898,627,22,109
3898,627,210,74
3898,627,211,74
3898,627,211,75
3898,627,210,75
3898,627,211,76
3898,627,212,74
3898,627,212,75
3899,115,117,28
3899,371,128,27
3899,380,990,502
3899,627,137,26
3899,627,137,27
3899,627,138,26
3899,627,138,27
3900,115,125,66
3900,115,125,67
3900,115,126,66
3900,115,126,67
3900,371,135,63
3900,371,135,64
3900,371,136,63
3900,371,136,64
3900,380,990,502
3900,624,862,41
3900,627,22,109
3900,627,145,61
3900,627,144,61
3900,627,144,62
3900,627,145,62
3901,115,19,122
3901,115,19,123
3901,115,20,122
3901,115,20,123
3901,371,27,120
3901,371,28,119
3901,371,28,120
3901,371,29,120
3901,371,29,121
3901,371,28,121
3901,380,990,502
3901,627,35,118
3901,627,35,119
3901,627,36,118
3901,627,36,119
3902,122,201,69
3902,122,201,70
3902,122,202,69
3902,122,202,70
3902,378,194,72
3902,378,195,72
3902,378,195,73
3902,378,194,73
3902,380,990,502
3902,634,189,74
3902,634,189,75
3902,634,190,73
3902,634,190,74
3902,634,191,74
3902,634,190,75
3903,121,967,271
3903,121,966,271
3903,121,966,272
3903,121,967,272
3903,377,957,276
3903,377,959,275
3903,377,958,275
3903,377,958,276
3903,377,959,276
3903,377,959,277
3903,377,958,277
3903,380,990,502
3903,633,952,279
3903,633,952,280
3904,122,31,28
3904,122,31,29
3904,378,19,30
3904,378,21,29
3904,378,20,29
3904,378,20,30
3904,378,21,30
3904,378,21,31
3904,378,20,31
3904,378,22,30
3904,378,22,31
3904,380,990,502
3904,624,862,41
3904,634,11,32
3904,634,11,33
3904,634,12,32
3904,634,12,33
3905,121,979,87
3905,121,979,88
3905,121,980,87
3905,121,980,88
3905,377,969,92
3905,377,969,93
3905,377,970,92
3905,380,990,502
3905,624,862,41
3905,633,960,96
3905,633,961,96
3905,633,961,97
3906,121,991,58
3906,121,992,58
3906,377,981,61
3906,380,990,502
3906,633,973,63
3906,633,972,64
3906,633,973,64
3907,121,1015,57
3907,121,1016,57
3907,377,1011,57
3907,377,1010,57
3907,377,1010,58
3907,377,1011,58
3907,380,990,502
3907,624,862,41
3907,633,1009,57
3907,633,1008,57
3907,633,1008,58
3907,633,1009,58
3908,122,165,77
3908,122,165,78
3908,122,166,77
3908,378,155,77
3908,378,155,78
3908,378,156,76
3908,378,157,76
3908,378,157,77
3908,378,156,77
3908,378,156,78
3908,380,990,502
3908,634,147,77
3908,634,147,78
3908,634,147,79
3908,634,148,77
3908,634,148,78
3908,634,148,79
3909,121,1022,70
3909,377,1013,71
3909,377,1013,72
3909,377,1014,71
3909,377,1014,72
3909,380,990,502
3909,633,1006,74
3909,633,1006,75
3910,122,145,95
3910,122,145,96
3910,122,146,95
3910,122,146,96
3910,378,139,96
3910,380,990,502
3910,634,135,95
3910,634,135,96
3910,634,134,99
3910,634,134,100
3910,634,136,95
3910,634,136,96
3911,120,122,35
3911,122,131,27
3911,122,130,27
3911,122,130,28
3911,122,131,28
3911,378,123,28
3911,378,123,29
3911,378,122,29
3911,378,123,30
3911,378,124,28
3911,378,124,29
3911,378,124,30
3911,380,990,502
3911,624,862,41
3911,627,22,109
3911,634,117,31
3911,634,117,32
3911,634,118,31
3911,634,118,32
3912,122,87,149
3912,122,86,149
3912,122,86,150
3912,122,87,150
3912,122,153,145
3912,378,77,153
3912,378,77,154
3912,378,77,155
3912,378,76,155
3912,378,79,153
3912,378,78,153
3912,378,78,154
3912,378,79,154
3912,378,78,155
3912,380,990,502
3912,634,71,159
3912,634,71,160
3912,634,72,158
3912,634,73,159
3912,634,72,159
3912,634,72,160
3913,114,991,207
3913,114,990,207
3913,114,990,208
3913,114,991,208
3913,370,997,209
3913,370,996,209
3913,370,996,210
3913,370,997,210
3913,380,990,502
3913,626,1003,211
3913,626,1002,211
3913,626,1002,212
3914,114,895,165
3914,370,901,162
3914,370,901,163
3914,370,902,162
3914,370,902,163
3914,380,990,502
3914,626,907,159
3914,626,906,159
3914,626,907,160
3914,627,22,109
3915,114,995,72
3915,114,995,73
3915,114,996,72
3915,370,1003,70
3915,370,1003,71
3915,370,1004,70
3915,370,1004,71
3915,380,990,502
3915,626,1011,68
3915,626,1011,69
3915,626,1011,70
3915,626,1012,69
3916,122,7,11
3916,122,7,12
3916,122,8,11
3916,122,8,12
3916,378,1,13
3916,378,0,13
3916,378,1,14
3916,380,990,502
3917,122,0,10
3917,122,0,11
3917,377,1023,11
3917,377,1022,11
3917,377,1022,12
3917,377,1023,12
3917,380,990,502
3917,633,1015,12
3917,633,1015,13
3917,633,1016,12
3917,633,1017,12
3917,633,1017,13
3917,633,1016,13
3918,121,988,80
3918,121,989,80
3918,377,978,83
3918,377,978,84
3918,380,990,502
3918,633,969,87
3918,633,970,86
3918,633,970,87
3919,115,59,127
3919,115,59,128
3919,115,60,128
3919,371,69,127
3919,371,68,128
3919,371,69,128
3919,380,990,502
3919,627,76,128
3919,627,77,128
3919,627,76,129
3920,115,15,27
3920,371,25,25
3920,371,25,26
3920,371,26,25
3920,371,26,26
3920,380,990,502
3920,627,33,23
3920,627,33,24
3920,627,34,23
3920,627,34,24
3921,122,47,58
3921,122,47,59
3921,122,48,58
3921,378,39,54
3921,378,38,60
3921,378,39,60
3921,378,39,61
3921,378,38,61
3921,378,40,52
3921,378,41,52
3921,378,41,53
3921,378,40,53
3921,378,40,54
3921,378,41,54
3921,378,40,55
3921,380,990,502
3921,634,30,62
3921,634,30,63
3922,115,21,45
3922,115,22,44
3922,115,23,45
3922,115,22,45
3922,115,22,46
3922,115,23,46
3922,371,31,43
3922,371,30,44
3922,371,31,44
3922,371,32,43
3922,371,32,44
3922,380,990,502
3922,627,39,41
3922,627,39,42
3923,122,5,104
3923,122,5,105
3923,122,6,104
3923,122,6,105
3923,380,990,502
3923,633,1023,110
3924,114,911,75
3924,114,911,76
3924,114,912,75
3924,114,912,76
3924,370,920,76
3924,370,921,76
3924,380,990,502
3924,626,928,76
3924,626,928,77
3924,627,22,109
3925,380,990,502
3926,114,1015,71
3926,114,1015,72
3926,114,1016,71
3926,114,1016,72
3926,380,990,502
3926,626,1021,66
3926,626,1021,67
3926,626,1020,67
3926,626,1020,68
3926,626,1021,68
3927,114,977,72
3927,114,977,73
3927,114,978,72
3927,370,986,72
3927,370,987,72
3927,370,987,73
3927,370,986,73
3927,380,990,502
3927,626,995,73
3927,626,994,73
3927,626,995,74
3928,121,993,99
3928,121,993,100
3928,121,994,99
3928,121,994,100
3928,122,153,145
3928,377,985,101
3928,377,984,101
3928,377,984,102
3928,377,985,102
3928,377,984,103
3928,380,990,502
3928,633,977,104
3928,633,977,105
3928,633,978,104
3928,633,978,105
3929,114,990,137
3929,114,990,138
3929,370,999,137
3929,370,999,138
3929,380,990,502
3929,624,862,41
3929,626,1007,137
3929,626,1006,137
3929,626,1006,138
3929,626,1007,138
3930,115,27,135
3930,115,26,136
3930,115,27,136
3930,371,37,137
3930,371,37,138
3930,371,38,137
3930,380,990,502
3930,627,45,139
3930,627,45,140
3930,627,46,139
3930,627,46,140
3931,122,203,95
3931,122,203,96
3931,122,204,96
3931,378,197,100
3931,378,197,101
3931,378,198,100
3931,378,198,101
3931,380,990,502
3931,634,195,101
3931,634,194,101
3931,634,194,102
3931,634,195,102
3932,114,944,75
3932,114,944,76
3932,370,951,76
3932,380,990,502
3932,626,956,76
3932,626,956,77
3933,115,42,3
3933,115,42,4
3933,115,43,4
3933,371,53,3
3933,371,52,3
3933,371,52,4
3933,371,53,4
3933,380,990,502
3933,627,60,4
3933,627,61,4
3933,627,60,5
3934,121,963,3
3934,121,963,4
3934,377,953,4
3934,377,953,5
3934,377,954,4
3934,377,954,5
3934,380,990,502
3934,627,22,109
3934,633,949,3
3934,633,949,4
3934,633,950,4
3935,122,6,182
3935,122,7,182
3935,122,7,183
3935,122,8,182
3935,377,932,34
3935,377,933,34
3935,377,933,35
3935,377,932,35
3935,377,935,35
3935,377,934,35
3935,377,935,36
3935,377,937,35
3935,377,936,35
3935,377,936,36
3935,377,937,36
3935,380,990,502
3936,114,1020,56
3936,114,1021,56
3936,114,1021,57
3936,114,1020,57
3936,380,990,502
3936,627,7,55
3936,627,6,55
3936,627,6,56
3936,627,7,56
3936,627,7,57
3936,627,6,57
3937,115,21,13
3937,115,22,12
3937,115,22,13
3937,371,29,10
3937,371,30,10
3937,371,31,10
3937,371,31,11
3937,371,30,11
3937,380,990,502
3937,627,22,109
3937,627,37,9
3937,627,37,10
3937,627,38,9
3937,627,38,10
3938,115,43,145
3938,115,43,146
3938,115,44,145
3938,115,44,146
3938,371,51,146
3938,371,52,145
3938,371,52,146
3938,380,990,502
3938,627,57,148
3938,627,57,149
3938,627,58,148
3938,627,58,149
3939,115,57,163
3939,115,56,163
3939,115,56,164
3939,115,57,164
3939,371,67,164
3939,371,67,165
3939,371,66,165
3939,380,990,502
3939,627,75,165
3939,627,75,166
3939,627,76,165
3939,627,76,166
3940,114,1005,58
3940,114,1005,59
3940,114,1006,58
3940,114,1007,58
3940,114,1007,59
3940,114,1006,59
3940,114,1006,60
3940,370,1015,59
3940,370,1015,60
3940,370,1016,59
3940,370,1016,60
3940,380,990,502
3940,626,1023,61
3941,115,39,53
3941,115,38,53
3941,115,38,54
3941,115,39,54
3941,371,47,53
3941,371,46,53
3941,371,47,54
3941,380,990,502
3941,627,52,54
3941,627,53,54
3941,627,53,55
3941,627,52,55
3942,122,11,118
3942,122,11,119
3942,122,10,119
3942,378,1,120
3942,378,1,121
3942,378,2,120
3942,378,2,121
3942,380,990,502
3943,122,77,9
3943,122,76,9
3943,122,77,10
3943,378,70,9
3943,380,990,502
3943,627,22,109
3943,634,65,8
3943,634,65,9
3944,122,50,92
3944,122,51,92
3944,122,51,93
3944,122,50,93
3944,378,43,93
3944,378,43,94
3944,378,44,93
3944,378,44,94
3944,380,990,502
3944,624,862,41
3944,634,39,93
3944,634,38,94
3944,634,39,94
3945,122,0,204
3945,122,1,204
3945,122,1,205
3945,122,0,205
3945,122,2,204
3945,122,3,204
3945,122,2,205
3945,122,5,199
3945,122,5,200
3945,122,5,201
3945,122,6,200
3945,377,1017,207
3945,377,1016,207
3945,377,1016,208
3945,377,1017,208
3945,380,990,502
3945,633,1005,211
3945,633,1006,211
3945,633,1006,212
3946,114,927,118
3946,114,927,119
3946,114,927,120
3946,114,928,118
3946,114,929,118
3946,114,929,119
3946,114,928,119
3946,114,928,120
3946,114,929,120
3946,370,935,118
3946,370,935,119
3946,370,934,119
3946,370,934,120
3946,370,935,120
3946,380,990,502
3946,626,939,118
3946,626,939,119
3946,626,940,118
3946,626,940,119
3946,627,22,109
3947,121,937,122
3947,121,937,123
3947,377,927,123
3947,377,927,124
3947,380,990,502
3947,633,919,124
3947,633,919,125
3947,633,918,125
3947,633,920,125
3948,115,69,196
3948,115,69,197
3948,115,70,196
3948,115,70,197
3948,371,79,196
3948,371,79,197
3948,371,80,196
3948,371,80,197
3948,380,990,502
3948,627,87,197
3948,627,86,197
3948,627,86,198
3948,627,87,198
3949,115,95,51
3949,115,94,51
3949,115,94,52
3949,115,95,52
3949,371,104,50
3949,371,105,50
3949,371,105,51
3949,380,990,502
3949,627,113,50
3949,627,113,51
3950,115,30,95
3950,371,41,93
3950,371,40,93
3950,371,40,94
3950,371,41,94
3950,380,990,502
3950,627,49,93
3950,627,49,94
3950,627,50,93
3950,627,50,94
3951,121,855,132
3951,121,855,133
3951,121,856,132
3951,121,856,133
3951,377,844,132
3951,377,845,132
3951,377,845,133
3951,377,844,133
3951,380,990,502
3951,633,837,131
3951,633,836,132
3951,633,837,132
3951,633,837,133
3951,633,838,134
3951,633,839,134
3951,633,839,135
3951,633,838,135
3952,122,74,12
3952,122,75,12
3952,122,75,13
3952,122,74,13
3952,378,67,11
3952,378,66,11
3952,380,990,502
3952,624,862,41
3952,634,59,6
3952,634,59,7
3953,122,48,34
3953,122,49,34
3953,122,49,35
3953,122,48,35
3953,378,39,37
3953,378,39,38
3953,378,40,37
3953,378,40,38
3953,380,990,502
3953,634,32,38
3953,634,32,39
3954,115,79,82
3954,115,79,83
3954,115,80,82
3954,115,80,83
3954,371,89,83
3954,371,90,83
3954,380,990,502
3954,627,97,85
3954,627,97,86
3954,627,98,85
3954,627,98,86
3955,122,9,100
3955,122,9,101
3955,122,10,100
3955,122,10,101
3955,378,1,104
3955,378,1,105
3955,378,2,103
3955,378,2,104
3955,378,2,105
3955,380,990,502
3955,624,862,41
3956,122,95,174
3956,122,95,175
3956,122,95,176
3956,122,96,175
3956,122,96,176
3956,378,87,177
3956,378,87,178
3956,378,88,177
3956,380,990,502
3956,634,81,179
3956,634,80,179
3956,634,80,180
3956,634,81,180
3957,122,73,109
3957,122,72,110
3957,122,73,110
3957,122,73,111
3957,378,63,111
3957,378,63,112
3957,380,990,502
3957,624,862,41
3957,634,55,112
3957,634,55,113
3957,634,56,113
3958,122,59,141
3958,122,59,142
3958,122,60,141
3958,378,51,141
3958,378,50,142
3958,378,51,142
3958,378,51,143
3958,378,52,142
3958,378,52,143
3958,378,52,146
3958,378,53,146
3958,378,53,147
3958,378,52,147
3958,380,990,502
3958,634,44,142
3958,634,45,142
3958,634,45,143
3958,634,46,142
3959,122,111,63
3959,122,110,63
3959,122,110,64
3959,122,111,64
3959,378,103,63
3959,378,102,63
3959,378,102,64
3959,378,103,64
3959,378,103,65
3959,378,102,65
3959,380,990,502
3959,634,95,64
3959,634,95,65
3959,634,96,64
3960,115,11,106
3960,115,11,107
3960,371,19,107
3960,371,18,107
3960,371,18,108
3960,380,990,502
3960,627,22,108
3960,627,23,108
3960,627,23,109
3960,627,22,109
3960,627,24,108
3960,627,24,109
3961,114,979,24
3961,114,979,25
3961,114,980,24
3961,114,980,25
3961,370,986,24
3961,370,987,24
3961,370,987,25
3961,370,986,25
3961,380,990,502
3961,626,991,23
3961,626,991,24
3961,626,992,23
3961,626,992,24
3962,122,101,57
3962,122,100,57
3962,122,100,58
3962,122,101,58
3962,378,93,59
3962,378,93,60
3962,378,94,60
3962,380,990,502
3962,634,87,61
3962,634,87,62
3962,634,88,60
3962,634,89,60
3962,634,89,61
3962,634,88,61
3962,634,88,62
3962,634,89,62
3962,634,89,63
3962,634,88,63
3963,114,736,34
3963,114,737,34
3963,114,737,35
3963,370,740,32
3963,370,740,33
3963,380,990,502
3963,626,742,30
3963,626,743,30
3963,626,743,31
3963,626,742,31
3964,121,985,7
3964,121,985,8
3964,121,985,9
3964,121,986,8
3964,377,976,10
3964,377,977,10
3964,377,977,11
3964,377,976,11
3964,380,990,502
3964,633,970,12
3964,633,971,13
3964,633,970,13
3965,122,107,189
3965,122,106,189
3965,122,106,190
3965,122,107,190
3965,122,153,145
3965,378,96,192
3965,378,97,192
3965,378,97,193
3965,378,96,193
3965,380,990,502
3965,634,89,195
3965,634,88,195
3965,634,88,196
3965,634,89,196
3966,121,783,189
3966,121,783,190
3966,121,784,189
3966,377,771,195
3966,377,771,196
3966,377,772,194
3966,377,773,194
3966,377,773,195
3966,377,772,195
3966,377,772,196
3966,377,773,196
3966,380,990,502
3966,627,22,109
3966,633,763,201
3966,633,763,202
3966,633,764,201
3966,633,764,202
3967,122,71,11
3967,122,70,11
3967,122,70,12
3967,122,71,12
3967,378,62,14
3967,378,62,15
3967,380,990,502
3967,634,55,15
3967,634,55,16
3967,634,56,15
3967,634,56,16
3968,114,941,113
3968,114,940,113
3968,114,940,114
3968,114,941,114
3968,370,949,113
3968,370,948,113
3968,370,948,114
3968,370,949,114
3968,380,990,502
3968,626,955,113
3968,626,954,114
3968,626,955,114
3969,371,5,13
3969,371,4,13
3969,371,4,14
3969,371,5,14
3969,371,5,15
3969,371,4,15
3969,371,4,16
3969,371,7,8
3969,371,8,8
3969,380,990,502
3969,627,13,6
3969,627,13,7
3969,627,14,6
3970,115,127,11
3970,115,127,12
3970,115,128,11
3970,115,128,12
3970,371,139,8
3970,371,139,9
3970,371,138,9
3970,380,990,502
3970,627,148,6
3970,627,149,6
3970,627,148,7
3971,122,31,1
3971,122,30,1
3971,122,30,2
3971,122,31,2
3971,378,21,3
3971,378,21,4
3971,380,990,502
3971,634,14,4
3971,634,15,4
3971,634,14,5
3972,114,899,65
3972,114,898,66
3972,114,899,66
3972,114,899,67
3972,114,898,67
3972,370,907,67
3972,370,906,67
3972,380,990,502
3972,626,915,67
3972,626,914,67
3972,626,914,68
3972,626,915,68
3972,627,22,109
3972,632,52,136
3973,114,1009,132
3973,114,1009,133
3973,114,1010,132
3973,114,1010,133
3973,370,1018,132
3973,370,1019,132
3973,370,1019,133
3973,370,1018,133
3973,380,990,502
3974,115,105,43
3974,115,105,44
3974,115,106,44
3974,371,116,42
3974,371,117,42
3974,371,117,43
3974,371,116,43
3974,371,116,44
3974,371,117,44
3974,380,990,502
3974,627,125,43
3974,627,124,44
3974,627,125,44
3974,627,125,45
3974,627,126,43
3974,627,126,44
3974,627,126,45
3974,632,52,136
3975,114,967,85
3975,114,966,85
3975,114,967,86
3975,370,975,84
3975,370,975,85
3975,370,976,84
3975,370,976,85
3975,380,990,502
3975,626,982,84
3975,626,983,84
3975,626,983,85
3975,627,22,109
3976,377,1016,104
3976,377,1017,104
3976,377,1016,105
3976,380,990,502
3976,633,1008,105
3977,122,91,107
3977,378,83,109
3977,378,83,110
3977,378,84,109
3977,378,84,110
3977,380,990,502
3977,634,79,110
3977,634,79,111
3978,122,141,57
3978,122,140,57
3978,122,140,58
3978,122,141,58
3978,378,133,57
3978,378,133,58
3978,378,134,57
3978,378,134,58
3978,380,990,502
3978,624,862,41
3978,634,127,57
3978,634,126,57
3978,634,126,58
3978,634,127,58
3979,114,986,28
3979,114,987,28
3979,114,987,29
3979,114,986,29
3979,370,995,27
3979,370,994,27
3979,370,994,28
3979,370,995,28
3979,380,990,502
3979,625,1006,433
3979,626,1000,26
3979,626,1001,26
3979,626,1001,27
3979,626,1000,27
3980,122,56,34
3980,122,57,34
3980,122,56,35
3980,378,49,37
3980,378,48,37
3980,378,48,38
3980,378,49,38
3980,380,990,502
3980,634,41,40
3980,634,41,41
3980,634,41,42
3980,634,42,40
3980,634,42,41
3980,634,42,42
3981,122,61,299
3981,122,60,299
3981,122,60,300
3981,122,61,300
3981,378,52,304
3981,378,53,304
3981,378,53,305
3981,378,52,305
3981,380,990,502
3981,634,46,308
3981,634,47,308
3981,634,47,309
3981,634,46,309
3982,121,970,40
3982,377,963,41
3982,377,962,41
3982,377,962,42
3982,377,963,42
3982,377,963,43
3982,377,962,43
3982,377,962,44
3982,377,963,44
3982,377,964,41
3982,377,964,42
3982,377,965,42
3982,377,965,43
3982,377,964,43
3982,377,964,44
3982,380,990,502
3982,633,958,44
3982,633,959,44
3983,114,947,70
3983,114,947,71
3983,114,948,70
3983,114,948,71
3983,370,955,69
3983,370,955,70
3983,380,990,502
3983,626,961,68
3983,626,962,68
3983,626,962,69
3984,121,993,67
3984,121,992,67
3984,121,992,68
3984,121,993,68
3984,377,985,67
3984,377,984,67
3984,377,984,68
3984,377,985,68
3984,377,985,69
3984,377,984,69
3984,377,986,68
3984,380,990,502
3984,633,979,67
3984,633,979,68
3984,633,979,69
3984,633,980,67
3984,633,980,68
3984,633,980,69
3985,122,65,15
3985,122,64,15
3985,122,64,16
3985,122,65,16
3985,378,57,17
3985,378,57,18
3985,378,137,171
3985,378,138,171
3985,380,990,502
3985,634,50,19
3985,634,50,20
3986,115,18,46
3986,115,18,47
3986,115,18,48
3986,371,27,47
3986,371,27,48
3986,371,28,47
3986,380,990,502
3986,627,22,109
3986,627,35,49
3986,627,34,49
3986,627,35,50
3987,115,3,79
3987,115,2,80
3987,115,3,80
3987,122,153,145
3987,371,11,78
3987,371,11,79
3987,371,12,78
3987,371,12,79
3987,380,990,502
3987,627,19,79
3987,627,19,80
3987,627,20,79
3988,121,947,169
3988,121,946,169
3988,121,946,170
3988,121,947,170
3988,377,935,172
3988,377,935,173
3988,377,936,172
3988,377,936,173
3988,380,990,502
3988,624,862,41
3988,633,927,173
3988,633,927,174
3988,633,928,173
3988,633,928,174
3989,114,933,88
3989,114,933,89
3989,114,936,90
3989,114,936,91
3989,370,946,91
3989,370,946,92
3989,370,947,92
3989,380,990,502
3989,626,953,91
3989,626,952,91
3989,626,952,92
3989,626,953,92
3990,377,1021,16
3990,377,1021,17
3990,377,1022,16
3990,377,1023,16
3990,377,1023,17
3990,377,1022,17
3990,377,1022,18
3990,380,990,502
3990,624,862,41
3990,627,22,109
3990,633,1015,16
3990,633,1015,17
3990,633,1014,17
3990,633,1014,18
3990,633,1015,18
3990,633,1015,19
3990,633,1016,16
3990,633,1016,17
3990,633,1016,18
3991,114,945,9
3991,114,944,9
3991,114,944,10
3991,114,945,10
3991,370,951,8
3991,370,951,9
3991,370,952,8
3991,370,952,9
