# event_count, chip_id(decimal), hit_x, hit_y
23,114,1006,447
23,114,1006,448
23,370,1009,391
23,370,1008,392
23,370,1009,392
23,370,1009,393
23,370,1010,391
23,370,1010,392
23,370,1010,393
23,626,1013,337
23,626,1013,338
23,626,1014,337
23,626,1014,338
24,115,33,246
24,115,33,247
24,115,33,248
24,115,34,246
24,115,34,247
24,115,34,248
24,371,41,195
24,371,41,196
24,371,41,197
24,371,43,195
24,371,42,195
24,371,42,196
24,371,43,196
24,371,42,197
24,627,45,147
24,627,46,146
24,627,47,146
24,627,47,147
24,627,46,147
24,627,46,148
24,627,47,148
25,114,1011,81
25,114,1012,80
25,114,1013,80
25,114,1013,81
25,114,1012,81
25,114,1012,82
25,114,1013,82
25,370,1007,31
25,370,1007,32
25,370,1008,30
25,370,1009,31
25,370,1008,31
25,370,1008,32
25,634,20,12
25,634,21,12
25,634,21,13
25,634,20,13
25,634,21,14
25,634,22,12
25,634,22,13
26,122,81,404
26,122,81,405
26,122,81,406
26,122,82,405
26,378,75,457
26,378,74,457
26,378,74,458
26,378,75,458
26,378,75,459
26,378,74,459
26,634,67,509
26,634,68,508
26,634,69,508
26,634,69,509
26,634,68,509
26,634,68,510
26,634,69,510
27,122,676,144
27,122,677,144
27,122,677,145
27,122,678,144
27,122,678,145
27,378,679,198
27,378,679,199
27,378,679,200
27,378,680,198
27,378,680,199
27,378,680,200
27,634,685,253
27,634,684,254
27,634,685,254
27,634,685,255
27,634,684,255
27,634,686,254
27,634,686,255
28,121,921,263
28,121,920,263
28,121,920,264
28,121,921,264
28,121,921,265
28,121,920,265
28,377,917,329
28,377,917,330
28,377,918,329
28,377,918,330
28,633,917,390
28,633,917,391
28,633,916,391
28,633,917,392
28,633,918,391
29,121,753,124
29,121,753,125
29,121,754,124
29,121,755,124
29,121,754,125
29,377,752,180
29,377,753,180
29,377,752,181
29,633,750,232
29,633,751,232
29,633,751,233
29,633,750,233
29,633,750,234
29,633,751,234
31,121,987,275
31,121,987,276
31,121,987,277
31,121,988,275
31,121,988,276
31,121,988,277
31,377,979,334
31,377,979,335
31,377,980,334
31,377,981,334
31,377,981,335
31,377,980,335
31,633,977,387
31,633,976,388
31,633,977,388
31,633,977,389
31,633,976,389
31,633,978,388
31,633,978,389
32,122,361,65
32,122,361,66
32,122,361,67
32,122,362,65
32,122,362,66
32,122,362,67
32,378,363,120
32,378,363,121
32,378,363,122
32,378,364,120
32,378,365,121
32,378,364,121
32,378,364,122
32,634,369,172
32,634,369,173
32,634,370,172
32,634,371,172
32,634,371,173
32,634,370,173
32,634,370,174
33,115,11,19
33,115,10,20
33,115,11,20
33,115,11,21
33,115,10,21
33,115,12,20
33,115,12,21
33,377,1009,25
33,377,1009,26
33,377,1009,27
33,377,1010,25
33,377,1010,26
33,377,1011,26
33,377,1010,27
33,633,1009,76
33,633,1009,77
33,633,1009,78
33,633,1010,76
33,633,1010,77
33,633,1010,78
34,115,123,19
34,115,123,20
34,115,125,19
34,115,124,19
34,115,124,20
34,115,125,20
34,377,891,28
34,377,891,29
34,377,892,27
34,377,892,28
34,377,893,28
34,377,893,29
34,377,892,29
34,377,892,30
34,377,893,30
34,633,886,88
34,633,887,88
34,633,887,89
34,633,886,89
35,115,27,26
35,115,27,27
35,115,26,27
35,115,27,28
35,115,28,26
35,115,29,27
35,115,28,27
35,115,28,28
35,377,988,18
35,377,989,18
35,377,989,19
35,377,988,19
35,377,989,20
35,377,990,19
35,633,985,72
35,633,985,73
35,633,985,74
35,633,986,72
35,633,987,73
35,633,986,73
35,633,986,74
36,122,69,22
36,122,71,21
36,122,70,21
36,122,70,22
36,122,71,22
36,122,71,23
36,122,70,23
36,378,71,73
36,378,70,74
36,378,71,74
36,378,71,75
36,378,72,73
36,378,72,74
36,378,72,75
36,634,74,124
36,634,75,124
36,634,75,125
36,634,74,125
36,634,75,126
36,634,76,124
36,634,76,125
37,121,871,177
37,121,872,176
37,121,873,177
37,121,872,177
37,121,872,178
37,121,873,178
37,377,870,237
37,377,870,238
37,377,871,238
37,377,871,239
37,377,870,239
37,633,871,297
37,633,870,298
37,633,871,298
37,633,871,299
37,633,872,297
37,633,872,298
37,633,872,299
38,122,661,263
38,122,661,264
38,122,663,263
38,122,662,263
38,122,662,264
38,122,663,264
38,122,662,265
38,378,665,325
38,378,664,325
38,378,664,326
38,378,665,326
38,634,665,382
38,634,665,383
38,634,664,383
38,634,665,384
38,634,666,383
38,634,666,384
39,122,105,79
39,122,104,80
39,122,105,80
39,122,105,81
39,122,104,81
39,378,105,136
39,378,105,137
39,378,105,138
39,378,106,136
39,378,106,137
39,378,106,138
39,634,109,193
39,634,108,194
39,634,109,194
39,634,109,195
39,634,108,195
39,634,110,194
39,634,111,194
39,634,111,195
39,634,110,195
39,634,111,196
39,634,112,194
39,634,112,195
40,121,601,175
40,121,600,176
40,121,601,176
40,121,601,177
40,121,600,177
40,377,601,231
40,377,600,231
40,377,600,232
40,377,601,232
40,633,604,282
40,633,605,282
40,633,605,283
40,633,604,283
40,633,604,284
40,633,605,284
40,633,606,283
40,633,606,284
41,114,933,309
41,114,933,310
41,114,934,309
41,114,934,310
41,370,934,257
41,370,934,258
41,370,935,258
41,370,935,259
41,370,934,259
41,626,930,206
41,626,931,206
41,626,931,207
41,626,930,207
41,626,930,208
41,626,931,208
41,626,932,207
42,115,247,203
42,115,247,204
42,115,247,205
42,115,248,204
42,371,253,153
42,371,253,154
42,371,253,155
42,371,254,153
42,371,254,154
42,371,254,155
42,627,259,102
42,627,259,103
42,627,258,103
42,627,258,104
42,627,259,104
43,115,135,81
43,115,134,81
43,115,134,82
43,115,135,82
43,115,135,83
43,115,134,83
43,371,131,27
43,371,131,28
43,371,132,26
43,371,133,27
43,371,132,27
43,371,132,28
43,633,894,18
43,633,895,18
43,633,895,19
43,633,894,19
44,114,948,420
44,114,949,420
44,114,949,421
44,114,948,421
44,114,949,422
44,114,950,420
44,114,950,421
44,114,950,422
44,370,959,373
44,370,958,374
44,370,959,374
44,370,959,375
44,370,958,375
44,370,960,374
44,370,960,375
44,626,997,279
44,626,997,280
44,626,997,281
44,626,998,279
44,626,998,280
44,626,998,281
45,114,955,203
45,114,955,204
45,114,956,203
45,114,956,204
45,370,955,152
45,370,955,153
45,370,955,154
45,370,956,151
45,370,956,152
45,370,957,152
45,370,957,153
45,370,956,153
45,370,956,154
45,626,957,103
45,626,956,103
45,626,956,104
45,626,957,104
45,626,957,105
45,626,956,105
46,114,1001,386
46,114,1002,384
46,114,1003,385
46,114,1002,385
46,114,1002,386
46,114,1003,386
46,370,1007,337
46,370,1007,338
46,370,1008,336
46,370,1009,337
46,370,1008,337
46,370,1008,338
46,370,1009,338
46,370,1008,339
46,626,1017,291
46,626,1016,291
46,626,1016,292
46,626,1017,292
47,115,320,372
47,115,321,372
47,115,321,373
47,115,320,373
47,115,320,374
47,115,321,374
47,115,322,372
47,115,322,373
47,115,322,374
47,371,333,316
47,371,333,317
47,371,334,315
47,371,334,316
47,371,335,316
47,371,335,317
47,371,334,317
47,627,345,262
47,627,345,263
47,627,346,262
47,627,346,263
48,115,51,297
48,115,51,298
48,115,52,296
48,115,53,297
48,115,52,297
48,115,52,298
48,115,53,298
48,115,52,299
48,371,54,240
48,371,55,240
48,371,55,241
48,371,54,241
48,371,54,242
48,371,55,242
48,627,56,182
48,627,57,182
48,627,57,183
48,627,56,183
49,115,23,108
49,115,23,109
49,115,23,110
49,115,24,108
49,115,25,109
49,115,24,109
49,115,24,110
49,121,628,42
49,121,629,42
49,121,629,43
49,121,628,43
49,121,628,44
49,121,629,44
49,371,27,58
49,371,27,59
49,371,27,60
49,371,28,58
49,371,28,59
49,371,28,60
49,377,621,95
49,377,620,95
49,377,620,96
49,377,621,96
49,377,621,97
49,377,620,97
49,627,28,10
49,627,29,10
49,627,29,11
49,633,612,146
49,633,613,146
49,633,613,147
49,633,612,147
49,633,612,148
49,633,613,148
50,115,107,41
50,115,106,41
50,115,106,42
50,115,107,42
50,115,108,41
50,115,108,42
50,377,908,2
50,377,909,2
50,377,909,3
50,377,908,3
50,377,908,4
50,377,909,4
50,377,910,3
50,633,902,54
50,633,903,54
50,633,903,55
50,633,902,55
50,633,903,56
51,121,919,56
51,121,919,57
51,121,918,57
51,121,919,58
51,121,920,57
51,377,914,110
51,377,915,110
51,377,915,111
51,377,914,111
51,377,914,112
51,377,915,112
51,377,916,110
51,377,916,111
51,633,907,168
51,633,907,169
51,633,907,170
51,633,908,169
52,114,905,13
52,114,905,14
52,114,906,13
52,114,906,14
52,378,111,34
52,378,111,35
52,378,112,34
52,378,112,35
52,634,107,87
52,634,107,88
52,634,108,86
52,634,109,87
52,634,108,87
52,634,108,88
52,634,109,88
53,114,957,404
53,114,957,405
53,114,958,404
53,114,959,404
53,114,959,405
53,114,958,405
53,370,963,353
53,370,962,354
53,370,963,354
53,370,963,355
53,370,962,355
53,370,963,356
53,370,964,354
53,370,964,355
53,370,964,356
53,626,965,307
53,626,965,308
53,626,967,307
53,626,966,307
53,626,966,308
54,114,765,221
54,114,765,222
54,114,765,223
54,114,767,221
54,114,766,221
54,114,766,222
54,114,767,222
54,114,767,223
54,114,766,223
54,114,766,224
54,114,767,224
54,370,769,169
54,370,769,170
54,370,769,171
54,370,769,172
54,370,771,169
54,370,770,169
54,370,770,170
54,370,771,170
54,370,771,171
54,370,770,171
54,370,770,172
54,370,771,172
54,626,773,118
54,626,773,119
54,626,772,119
54,626,773,120
54,626,774,118
54,626,774,119
54,626,774,120
55,115,191,361
55,115,191,362
55,115,192,360
55,115,193,361
55,115,192,361
55,115,192,362
55,371,191,305
55,371,190,305
55,371,190,306
55,371,191,306
55,371,191,307
55,371,190,307
55,371,192,306
55,371,192,307
55,627,191,251
55,627,190,251
55,627,190,252
55,627,191,252
55,627,191,253
55,627,190,253
56,114,921,210
56,114,921,211
56,114,920,211
56,114,921,212
56,370,927,163
56,370,926,163
56,370,926,164
56,370,927,164
56,370,927,165
56,370,926,165
56,370,928,164
56,370,928,165
56,626,929,116
56,626,929,117
56,626,929,118
56,626,930,116
56,626,930,117
56,626,930,118
57,371,189,488
57,371,189,489
57,371,190,488
57,371,190,489
57,627,193,434
57,627,193,435
57,627,192,435
57,627,192,436
57,627,193,436
57,627,194,435
57,627,194,436
58,121,874,48
58,121,875,48
58,121,875,49
58,121,876,48
58,377,875,104
58,377,875,105
58,377,877,103
58,377,876,103
58,377,876,104
58,377,877,104
58,377,877,105
58,377,876,105
58,377,876,106
58,377,877,106
58,633,871,155
58,633,872,154
58,633,873,154
58,633,873,155
58,633,872,155
58,633,872,156
58,633,873,156
59,114,798,212
59,114,799,212
59,114,799,213
59,114,798,213
59,114,798,214
59,114,799,214
59,114,799,215
59,114,798,215
59,114,800,213
59,114,800,214
59,370,801,162
59,370,801,163
59,370,801,164
59,370,802,162
59,370,803,162
59,370,803,163
59,370,802,163
59,370,802,164
59,370,803,164
59,626,802,112
59,626,803,112
59,626,803,113
59,626,802,113
60,115,144,106
60,115,145,106
60,115,145,107
60,115,144,107
60,115,146,107
60,371,151,49
60,371,150,49
60,371,150,50
60,371,151,50
60,371,151,51
60,371,152,49
60,371,152,50
61,121,774,192
61,121,775,192
61,121,775,193
61,121,774,193
61,121,776,192
61,121,776,193
61,377,766,249
61,377,766,250
61,377,767,250
61,377,767,251
61,377,766,251
61,633,760,306
61,633,761,306
61,633,761,307
61,633,760,307
61,633,760,308
61,633,761,308
61,633,762,307
62,114,554,120
62,114,555,120
62,114,555,121
62,114,554,121
62,370,557,64
62,370,557,65
62,370,556,65
62,370,557,66
62,370,558,65
62,370,558,66
62,626,563,1
62,626,563,2
62,626,564,1
62,626,564,2
63,114,953,164
63,114,953,165
63,114,953,166
63,114,954,165
63,114,954,166
63,370,958,116
63,370,959,116
63,370,959,117
63,370,958,117
63,626,962,64
63,626,963,64
63,626,963,65
63,626,962,65
63,626,962,66
63,626,963,66
64,115,545,235
64,115,546,234
64,115,547,234
64,115,547,235
64,115,546,235
64,115,546,236
64,115,547,236
64,371,557,181
64,371,556,181
64,371,556,182
64,371,557,182
64,627,563,129
64,627,562,129
64,627,562,130
64,627,563,130
64,627,563,131
64,627,562,131
65,378,73,58
65,378,74,58
65,378,75,58
65,378,75,59
65,378,74,59
65,634,71,120
65,634,71,121
65,634,72,119
65,634,72,120
65,634,73,120
65,634,72,121
66,115,231,173
66,115,230,173
66,115,230,174
66,115,231,174
66,371,229,115
66,371,229,116
66,371,229,117
66,371,230,115
66,371,230,116
66,371,230,117
66,627,229,53
66,627,228,53
66,627,228,54
66,627,229,54
66,627,229,55
66,627,228,55
66,627,230,54
67,121,986,24
67,121,987,24
67,121,987,25
67,121,986,25
67,121,986,26
67,121,987,26
67,377,979,82
67,377,979,83
67,377,979,84
67,377,980,82
67,377,981,83
67,377,980,83
67,377,980,84
67,633,973,141
67,633,972,141
67,633,973,142
67,633,974,141
68,115,185,90
68,115,185,91
68,115,185,92
68,115,186,90
68,115,186,91
68,115,186,92
68,371,191,35
68,371,191,36
68,371,191,37
68,371,192,35
68,371,192,36
68,371,193,36
68,371,192,37
68,633,825,5
68,633,825,6
68,633,825,7
68,633,826,5
68,633,826,6
68,633,826,7
69,114,771,247
69,114,772,246
69,114,773,246
69,114,773,247
69,114,772,247
69,114,772,248
69,114,773,248
69,370,773,193
69,370,773,194
69,370,774,193
69,370,774,194
69,626,773,138
69,626,773,139
69,626,774,138
69,626,775,139
69,626,774,139
69,626,774,140
70,114,855,243
70,114,855,244
70,114,856,243
70,114,856,244
70,114,856,245
70,370,863,191
70,370,862,192
70,370,863,192
70,370,863,193
70,370,864,191
70,370,864,192
70,626,867,136
70,626,867,137
70,626,866,137
70,626,866,138
70,626,867,138
71,121,925,362
71,121,925,363
71,121,927,361
71,121,926,361
71,121,926,362
71,121,927,362
71,121,927,363
71,121,926,363
71,121,926,364
71,121,927,364
71,121,928,362
71,377,927,417
71,377,926,418
71,377,927,418
71,377,927,419
71,377,928,417
71,377,928,418
71,633,929,468
71,633,929,469
71,633,929,470
71,633,930,468
71,633,930,469
72,114,823,163
72,114,823,164
72,114,825,163
72,114,824,163
72,114,824,164
72,114,825,164
72,370,833,97
72,370,832,97
72,370,832,98
72,370,833,98
72,370,832,99
72,626,843,28
72,626,843,29
72,626,842,29
72,626,843,30
72,626,844,28
72,626,845,28
72,626,845,29
72,626,844,29
72,626,844,30
72,626,845,30
73,114,903,279
73,114,903,280
73,114,904,279
73,114,904,280
73,370,909,229
73,370,908,229
73,370,908,230
73,370,909,230
73,626,913,171
73,626,913,172
73,626,913,173
73,626,914,171
73,626,914,172
73,626,914,173
74,114,720,84
74,114,721,85
74,114,720,85
74,114,720,86
74,114,721,86
74,370,719,32
74,370,719,33
74,370,719,34
74,370,720,33
74,370,720,34
74,634,306,10
74,634,307,10
74,634,307,11
74,634,306,11
74,634,308,10
75,115,259,509
75,115,259,510
75,115,260,510
75,371,267,456
75,371,269,455
75,371,268,455
75,371,268,456
75,371,269,456
75,371,269,457
75,371,268,457
75,627,273,403
75,627,273,404
75,627,275,403
75,627,274,403
75,627,274,404
75,627,275,404
75,627,274,405
76,114,921,173
76,114,921,174
76,114,923,173
76,114,922,173
76,114,922,174
76,114,923,174
76,370,923,123
76,370,923,124
76,370,923,125
76,370,924,123
76,370,924,124
76,370,925,124
76,370,924,125
76,626,926,76
76,626,927,76
76,626,927,77
76,626,926,77
76,626,926,78
76,626,927,78
77,121,760,78
77,121,761,78
77,121,761,79
77,121,760,79
77,121,762,78
77,121,762,79
77,377,751,137
77,377,750,137
77,377,750,138
77,377,751,138
77,377,751,139
77,377,750,139
77,377,752,138
77,633,743,197
77,633,742,197
77,633,742,198
77,633,743,198
78,115,249,510
78,115,250,510
78,115,251,510
78,115,250,511
78,371,257,457
78,371,256,457
78,371,256,458
78,371,257,458
78,371,257,459
78,371,256,459
78,627,261,405
78,627,261,406
78,627,262,405
78,627,262,406
79,122,81,87
79,122,80,87
79,122,80,88
79,122,81,88
79,122,81,89
79,122,80,89
79,122,82,88
79,378,77,141
79,378,76,141
79,378,76,142
79,378,77,142
79,378,77,143
79,378,76,143
79,634,75,194
79,634,75,195
79,634,75,196
79,634,76,194
79,634,76,195
79,634,76,196
80,114,305,87
80,114,304,88
80,114,305,88
80,114,305,89
80,114,304,89
80,370,294,36
80,370,295,37
80,370,294,37
80,634,743,5
80,634,743,6
80,634,743,7
80,634,744,5
80,634,744,6
80,634,744,7
81,114,973,9
81,114,972,9
81,114,972,10
81,114,973,10
81,114,973,11
81,114,972,11
81,114,974,10
81,378,48,36
81,378,49,36
81,378,49,37
81,378,48,37
81,634,49,88
81,634,49,89
81,634,48,89
81,634,48,90
81,634,49,90
81,634,50,89
81,634,50,90
82,114,1015,276
82,114,1015,277
82,370,1015,215
82,370,1015,216
82,370,1016,214
82,370,1017,215
82,370,1016,215
82,370,1016,216
82,370,1017,216
82,626,1013,155
82,626,1012,155
82,626,1012,156
82,626,1013,156
82,626,1014,155
82,626,1014,156
83,114,979,3
83,114,978,3
83,114,978,4
83,114,979,4
83,114,979,5
83,114,978,5
83,378,39,44
83,378,39,45
83,378,39,46
83,378,40,44
83,378,40,45
83,378,40,46
83,634,35,100
83,634,36,99
83,634,36,100
83,634,37,100
83,634,36,101
84,115,85,103
84,115,84,103
84,115,84,104
84,115,85,104
84,115,85,105
84,115,86,104
84,371,93,47
84,371,93,48
84,371,93,49
84,371,94,47
84,371,94,48
84,371,94,49
85,114,699,355
85,114,699,356
85,114,700,355
85,114,700,356
85,370,697,305
85,370,696,306
85,370,697,306
85,370,697,307
85,626,695,259
85,626,695,260
85,626,695,261
85,626,696,259
85,626,696,260
85,626,696,261
86,121,949,61
86,121,949,62
86,121,949,63
86,121,950,61
86,121,950,62
86,121,951,62
86,121,950,63
86,377,949,115
86,377,949,116
86,377,950,114
86,377,951,115
86,377,950,115
86,377,950,116
86,377,951,116
86,633,952,166
86,633,953,166
86,633,953,167
86,633,952,167
87,115,227,115
87,115,226,115
87,115,226,116
87,115,227,116
87,371,229,67
87,371,230,66
87,371,231,67
87,371,230,67
87,371,230,68
87,371,231,68
87,627,231,21
87,627,230,21
87,627,231,22
88,115,259,187
88,115,258,187
88,115,258,188
88,115,259,188
88,371,273,129
88,371,272,129
88,371,272,130
88,371,273,130
88,627,281,69
88,627,281,70
88,627,282,69
88,627,282,70
88,627,283,70
89,114,807,61
89,114,808,60
89,114,809,60
89,114,809,61
89,114,808,61
89,114,808,62
89,114,809,62
89,114,810,61
89,370,810,8
89,370,811,8
89,370,811,9
89,370,810,9
89,370,810,10
89,370,811,10
89,634,209,33
89,634,210,32
89,634,211,33
89,634,210,33
89,634,210,34
89,634,211,34
90,114,893,293
90,114,892,294
90,114,893,294
90,114,893,295
90,114,892,295
90,114,893,296
90,114,894,294
90,114,894,295
90,370,892,252
90,370,893,252
90,370,893,253
90,370,892,253
90,626,893,210
90,626,893,211
90,626,894,210
90,626,894,211
91,114,513,153
91,114,513,154
91,114,513,155
91,114,514,153
91,114,514,154
91,114,514,155
91,370,511,100
91,370,511,101
91,370,510,101
91,370,511,102
91,370,512,100
91,370,512,101
91,370,512,102
91,626,507,41
91,626,507,42
91,626,509,41
91,626,508,41
91,626,508,42
91,626,509,42
91,626,508,43
92,115,87,159
92,115,87,160
92,115,87,161
92,115,88,159
92,115,88,160
92,371,87,107
92,371,86,108
92,371,87,108
92,371,87,109
92,371,88,107
92,371,88,108
92,371,88,109
92,627,90,62
92,627,91,62
92,627,91,63
92,627,90,63
92,627,90,64
92,627,91,64
92,627,92,63
93,115,338,322
93,115,339,322
93,115,339,323
93,115,338,323
93,371,346,270
93,371,347,270
93,371,347,271
93,371,346,271
93,371,346,272
93,371,347,272
93,371,347,273
93,371,346,273
93,371,348,271
93,371,348,272
93,627,353,220
93,627,353,221
93,627,352,221
94,114,933,127
94,114,932,127
94,114,932,128
94,114,933,128
94,114,932,129
94,370,929,71
94,370,928,71
94,370,928,72
94,370,929,72
94,370,929,73
94,626,921,14
94,626,921,15
94,626,922,14
94,626,923,14
94,626,923,15
94,626,922,15
95,121,709,108
95,121,709,109
95,121,710,108
95,121,711,108
95,121,711,109
95,121,710,109
95,121,710,110
95,121,711,110
95,121,712,108
95,121,712,109
95,121,712,110
95,377,700,158
95,377,701,158
95,377,701,159
95,377,700,159
95,377,700,160
95,377,701,160
95,633,691,210
95,633,691,211
95,633,692,210
95,633,693,210
95,633,693,211
95,633,692,211
96,114,1021,279
96,114,1021,280
96,114,1022,278
96,114,1023,279
96,114,1022,279
96,114,1022,280
96,114,1023,280
96,114,1022,281
96,627,1,181
96,627,0,182
96,627,1,182
96,627,1,183
96,627,2,181
96,627,2,182
97,115,2,358
97,115,3,358
97,115,3,359
97,115,2,359
97,115,2,360
97,115,3,360
97,371,3,311
97,371,3,312
97,371,4,310
97,371,5,311
97,371,4,311
97,371,4,312
97,371,5,312
97,371,4,313
97,627,5,266
97,627,5,267
97,627,4,267
97,627,5,268
98,114,805,88
98,114,805,89
98,114,806,88
98,114,806,89
98,370,809,14
