# event_count, chip_id(decimal), hit_x, hit_y
0,121,622,112
0,121,623,112
0,121,623,113
0,121,622,113
0,121,623,114
0,121,624,113
0,377,619,170
0,377,619,171
0,377,620,169
0,377,620,170
0,377,621,170
0,377,620,171
0,633,613,222
0,633,613,223
0,633,615,221
0,633,614,221
0,633,614,222
0,633,615,222
0,633,615,223
0,633,614,223
0,633,615,224
0,633,616,222
0,633,617,223
0,633,616,223
0,633,616,224
1,114,941,413
1,114,940,413
1,114,940,414
1,114,941,414
1,114,941,415
1,114,940,415
1,370,939,368
1,370,939,369
1,370,938,369
1,370,939,370
1,370,940,369
1,370,940,370
1,626,939,317
1,626,938,317
1,626,938,318
1,626,939,318
1,626,939,319
1,626,938,319
2,114,841,175
2,114,840,175
2,114,840,176
2,114,841,176
2,114,841,177
2,114,840,177
2,370,844,124
2,370,845,124
2,370,845,125
2,370,844,125
2,370,846,124
2,370,846,125
2,626,847,74
2,626,847,75
2,626,847,76
2,626,848,75
3,115,197,124
3,115,197,125
3,115,196,125
3,115,196,126
3,115,197,126
3,115,197,127
3,115,198,125
3,115,198,126
3,371,203,76
3,371,203,77
3,371,202,77
3,371,202,78
3,371,203,78
3,371,204,76
3,371,204,77
3,371,204,78
3,627,211,29
3,627,210,29
3,627,210,30
3,627,211,30
3,627,211,31
3,627,210,31
3,627,212,30
4,115,89,58
4,115,90,57
4,115,90,58
4,115,90,59
4,633,925,53
4,633,925,54
4,633,925,55
4,633,926,53
4,633,926,54
4,633,926,55
5,114,837,399
5,114,837,400
5,114,838,398
5,114,839,398
5,114,839,399
5,114,838,399
5,114,838,400
5,114,839,400
5,114,840,399
5,370,837,347
5,370,838,346
5,370,839,346
5,370,839,347
5,370,838,347
5,370,838,348
5,370,839,348
5,626,835,294
5,626,837,293
5,626,836,293
5,626,836,294
5,626,837,294
5,626,837,295
5,626,836,295
5,632,52,136
6,115,359,237
6,115,358,238
6,115,359,238
6,115,359,239
6,115,358,239
6,115,359,240
6,115,360,237
6,115,360,238
6,115,361,238
6,115,361,239
6,115,360,239
6,371,364,176
6,371,365,176
6,371,365,177
6,371,364,177
6,371,364,178
6,371,365,178
6,371,366,177
6,627,369,117
6,627,368,117
6,627,368,118
6,627,369,118
6,627,369,119
7,114,585,297
7,114,585,298
7,114,585,299
7,114,586,297
7,114,586,298
7,114,586,299
7,370,579,223
7,370,579,224
7,370,580,223
7,370,580,224
7,370,581,224
7,370,580,225
7,626,571,140
7,626,571,141
7,626,572,139
7,626,572,140
7,626,573,140
7,626,573,141
7,626,572,141
8,122,71,101
8,122,70,101
8,122,70,102
8,122,71,102
8,122,71,103
8,122,70,103
8,378,69,157
8,378,68,157
8,378,68,158
8,378,69,158
8,634,67,210
8,634,67,211
8,634,66,211
8,634,67,212
8,634,68,211
9,115,333,228
9,115,335,227
9,115,334,227
9,115,334,228
9,115,335,228
9,115,334,229
9,371,337,169
9,371,336,169
9,371,336,170
9,371,337,170
9,371,337,171
9,371,338,170
9,627,337,110
9,627,337,111
9,627,336,111
9,627,336,112
9,627,337,112
9,627,337,113
9,627,336,113
9,627,338,111
9,627,338,112
10,115,155,173
10,115,155,174
10,115,156,172
10,115,157,173
10,115,156,173
10,115,156,174
10,115,157,174
10,371,159,121
10,371,158,121
10,371,158,122
10,371,159,122
10,371,159,123
10,371,158,123
10,371,160,121
10,371,160,122
10,371,161,122
10,371,160,123
10,627,157,71
10,627,157,72
10,627,157,73
10,627,159,71
10,627,158,71
10,627,158,72
10,627,159,72
10,627,158,73
11,115,133,267
11,115,133,268
11,115,133,269
11,115,134,267
11,115,134,268
11,115,134,269
11,371,129,215
11,371,130,214
11,371,131,214
11,371,131,215
11,371,130,215
11,627,127,162
11,627,127,163
11,627,126,163
11,627,127,164
11,627,128,162
11,627,128,163
11,627,128,164
12,115,255,258
12,115,255,259
12,115,255,260
12,115,256,258
12,115,257,259
12,115,256,259
12,115,256,260
12,371,261,202
12,371,261,203
12,371,260,203
12,371,260,204
12,371,261,204
12,371,262,203
12,371,262,204
12,627,265,148
12,627,265,149
12,627,265,150
12,627,266,148
12,627,267,149
12,627,266,149
12,627,266,150
13,121,849,185
13,121,848,186
13,121,849,186
13,121,849,187
13,121,850,185
13,121,850,186
13,121,850,187
13,377,841,242
13,377,841,243
13,377,842,242
13,377,842,243
13,627,22,109
13,633,835,299
13,633,835,300
13,633,835,301
13,633,836,299
13,633,836,300
13,633,837,300
13,633,836,301
14,121,949,0
14,121,949,1
14,121,950,1
14,377,951,47
14,377,951,48
14,377,951,49
14,377,952,47
14,377,952,48
14,377,952,49
14,633,955,93
14,633,954,94
14,633,955,94
14,633,955,95
14,633,954,95
14,633,956,94
14,633,956,95
15,121,553,17
15,121,554,16
15,121,555,17
15,121,554,17
15,121,554,18
15,121,555,18
15,377,543,77
15,377,543,78
15,377,545,77
15,377,544,77
15,377,544,78
15,377,545,78
15,377,545,79
15,377,544,79
15,633,539,145
15,633,540,144
15,633,540,145
15,633,540,146
16,121,719,77
16,121,719,78
16,121,720,76
16,121,721,77
16,121,720,77
16,121,720,78
16,121,721,78
16,377,713,133
16,377,713,134
16,377,715,133
16,377,714,133
16,377,714,134
16,377,715,134
16,377,714,135
16,633,709,189
16,633,708,189
16,633,708,190
16,633,709,190
16,633,709,191
16,633,708,191
17,114,916,278
17,114,917,278
17,114,917,279
17,114,916,279
17,114,916,280
17,114,917,280
17,370,911,228
17,370,911,229
17,370,910,229
17,370,911,230
17,370,912,228
17,370,912,229
17,370,912,230
17,626,913,181
17,626,913,182
17,626,915,181
17,626,914,181
17,626,914,182
17,626,915,182
17,626,914,183
18,114,941,454
18,114,941,455
18,114,940,455
18,114,941,456
18,114,942,455
18,370,943,400
18,370,943,401
18,370,942,401
18,370,943,402
18,370,944,400
18,370,944,401
18,370,944,402
18,626,940,350
18,626,941,350
18,626,941,351
18,626,940,351
18,626,940,352
18,626,941,352
19,114,917,189
19,114,916,190
19,114,917,190
19,114,917,191
19,114,916,191
19,114,918,190
19,114,918,191
19,370,919,131
19,370,919,132
19,370,919,133
19,370,921,131
19,370,920,131
19,370,920,132
19,370,921,132
19,370,920,133
19,626,919,71
19,626,918,72
19,626,919,72
19,626,919,73
19,626,918,73
19,626,919,74
19,626,921,71
19,626,920,71
19,626,920,72
19,626,921,72
19,626,921,73
19,626,920,73
19,626,920,74
19,626,921,74
20,122,35,90
20,122,35,91
20,122,35,92
20,122,36,90
20,122,36,91
20,122,36,92
20,378,31,147
20,378,31,148
20,378,31,149
20,378,32,147
20,378,32,148
20,378,33,148
20,378,32,149
20,634,30,200
20,634,31,200
20,634,31,201
20,634,30,201
20,634,30,202
20,634,31,202
21,114,725,420
21,114,727,419
21,114,726,419
21,114,726,420
21,114,727,420
21,114,726,421
21,370,723,358
21,370,723,359
21,370,725,357
21,370,724,357
21,370,724,358
21,370,725,358
21,370,725,359
21,370,724,359
21,370,724,360
21,626,719,301
21,626,718,301
21,626,718,302
21,626,719,302
21,626,719,303
21,626,720,301
21,626,720,302
22,114,652,194
22,114,653,194
22,114,653,195
22,114,652,195
22,114,652,196
22,114,653,196
22,370,654,142
22,370,655,142
22,370,655,143
22,370,654,143
22,370,654,144
22,370,655,144
22,370,656,142
22,370,657,143
22,370,656,143
22,370,656,144
22,626,661,87
22,626,660,88
22,626,661,88
22,626,661,89
22,626,662,88
23,122,13,81
23,122,13,82
23,122,15,81
23,122,14,81
23,122,14,82
23,122,15,82
23,122,14,83
23,378,11,139
23,378,11,140
23,378,12,138
23,378,13,138
23,378,13,139
23,378,12,139
23,378,12,140
23,378,13,140
23,634,9,200
23,634,10,200
23,634,11,200
23,634,10,201
24,121,799,53
24,121,798,53
24,121,798,54
24,121,799,54
24,121,799,55
24,121,800,53
24,121,800,54
24,121,800,55
24,377,791,112
24,377,791,113
24,377,792,112
24,377,792,113
24,627,22,109
24,633,784,172
24,633,785,172
24,633,785,173
24,633,784,173
24,633,784,174
24,633,785,174
25,114,547,355
25,114,546,355
25,114,546,356
25,114,547,356
25,114,547,357
25,114,548,355
25,114,548,356
25,370,549,300
25,370,549,301
25,370,549,302
25,370,550,300
25,370,551,301
25,370,550,301
25,370,550,302
25,626,553,245
25,626,552,246
25,626,553,246
25,626,553,247
25,626,552,247
25,626,554,246
26,115,171,453
26,115,170,454
26,115,171,454
26,115,171,455
26,115,170,455
26,115,171,456
26,115,172,453
26,115,172,454
26,115,173,454
26,115,173,455
26,115,172,455
26,115,172,456
26,115,173,456
26,371,179,401
26,371,179,402
26,371,179,403
26,371,180,401
26,371,180,402
26,371,181,402
26,371,180,403
26,627,185,347
26,627,185,348
26,627,185,349
26,627,186,347
26,627,186,348
26,627,187,348
26,627,186,349
27,115,11,483
27,115,10,483
27,115,10,484
27,115,11,484
27,115,11,485
27,115,10,485
27,115,12,483
27,115,12,484
27,115,12,485
27,371,13,423
27,371,12,424
27,371,13,424
27,371,13,425
27,371,12,425
27,371,13,426
27,371,14,423
27,371,14,424
27,371,15,424
27,371,15,425
27,371,14,425
27,371,14,426
27,627,15,363
27,627,14,363
27,627,14,364
27,627,15,364
27,627,14,365
28,114,687,251
28,114,687,252
28,114,688,250
28,114,689,251
28,114,688,251
28,114,688,252
28,114,689,252
28,370,689,199
28,370,689,200
28,370,689,201
28,370,690,199
28,370,690,200
28,370,690,201
28,626,691,148
28,626,692,147
28,626,692,148
28,626,693,148
28,626,692,149
29,115,5,329
29,115,6,328
29,115,7,329
29,115,6,329
29,115,6,330
29,371,1,276
29,371,1,277
29,371,0,277
29,371,1,278
29,371,1,279
29,371,2,276
29,371,3,277
29,371,2,277
29,371,2,278
29,371,3,278
29,626,1022,228
29,626,1023,228
29,626,1023,229
29,626,1022,229
29,626,1022,230
30,115,191,162
30,115,191,163
30,115,191,164
30,115,192,163
30,371,193,104
30,371,193,105
30,371,194,104
30,371,195,104
30,371,195,105
30,371,194,105
30,371,194,106
30,371,195,106
30,627,194,42
30,627,195,42
30,627,195,43
30,627,194,43
30,627,194,44
30,627,195,44
30,627,195,45
30,627,196,43
30,627,196,44
31,115,204,116
31,115,205,116
31,115,205,117
31,115,204,117
31,371,206,64
31,371,207,64
31,371,207,65
31,371,206,65
31,371,206,66
31,371,207,66
31,371,208,65
31,627,203,13
31,627,202,13
31,627,202,14
31,627,203,14
31,627,203,15
31,627,202,15
32,121,975,17
32,121,974,17
32,121,974,18
32,121,975,18
32,121,975,19
32,121,976,17
32,121,976,18
32,377,973,77
32,377,973,78
32,377,973,79
32,377,973,80
32,377,974,77
32,377,974,78
32,377,975,78
32,377,974,79
32,377,974,80
32,633,973,136
32,633,973,137
32,633,974,136
32,633,975,137
32,633,974,137
32,633,974,138
33,115,295,189
33,115,295,190
33,115,295,191
33,115,296,189
33,115,296,190
33,115,296,191
33,371,301,131
33,371,301,132
33,371,303,131
33,371,302,131
33,371,302,132
33,371,303,132
33,371,302,133
33,627,307,69
33,627,307,70
33,627,308,69
33,627,308,70
33,627,309,70
33,627,308,71
34,115,147,263
34,115,146,263
34,115,146,264
34,115,147,264
34,115,148,263
34,115,148,264
34,371,151,209
34,371,151,210
34,371,152,208
34,371,153,208
34,371,153,209
34,371,152,209
34,371,152,210
34,371,153,210
34,371,153,211
34,371,152,211
34,627,155,158
34,627,155,159
34,627,154,159
34,627,155,160
34,627,156,158
34,627,156,159
34,627,156,160
35,114,779,250
35,114,779,251
35,114,779,252
35,114,780,250
35,114,780,251
35,114,780,252
35,370,778,200
35,370,779,200
35,370,779,201
35,370,778,201
35,370,778,202
35,370,779,202
35,626,775,153
35,626,774,153
35,626,774,154
35,626,775,154
35,626,775,155
35,626,776,153
35,626,776,154
36,115,307,238
36,115,307,239
36,115,308,238
36,115,309,238
36,115,309,239
36,115,308,239
36,115,308,240
36,371,291,185
36,371,291,186
36,371,293,185
36,371,292,185
36,371,292,186
36,371,293,186
36,627,273,133
36,627,273,134
36,627,274,132
36,627,275,133
36,627,274,133
36,627,274,134
36,627,275,134
37,115,187,220
37,115,187,221
37,115,186,221
37,115,186,222
37,115,187,222
37,115,188,219
37,115,188,220
37,115,188,221
37,371,191,165
37,371,191,166
37,371,193,165
37,371,192,165
37,371,192,166
37,371,193,166
37,371,192,167
37,627,194,110
37,627,195,110
37,627,195,111
37,627,194,111
37,627,194,112
37,627,195,112
38,114,946,220
38,114,947,220
38,114,947,221
38,114,946,221
38,114,946,222
38,114,947,222
38,370,943,163
38,370,943,164
38,370,943,165
38,370,944,163
38,370,944,164
38,370,944,165
38,626,937,103
38,626,936,103
38,626,936,104
38,626,937,104
39,122,207,119
39,122,206,119
39,122,206,120
39,122,207,120
39,122,207,121
39,122,206,121
39,378,207,176
39,378,207,177
39,378,206,177
39,378,206,178
39,378,207,178
39,378,208,177
39,378,208,178
39,634,209,232
39,634,209,233
39,634,208,233
39,634,209,234
39,634,210,232
39,634,210,233
39,634,210,234
40,115,93,166
40,115,93,167
40,115,93,168
40,115,94,166
40,115,94,167
40,115,94,168
40,371,95,108
40,371,95,109
40,371,94,109
40,371,95,110
40,371,96,108
40,371,96,109
40,371,96,110
40,627,95,57
40,627,95,58
40,627,97,57
40,627,96,57
40,627,96,58
40,627,97,58
40,627,96,59
41,115,461,339
41,115,460,339
41,115,460,340
41,115,461,340
41,115,461,341
41,115,460,341
41,371,467,281
41,371,467,282
41,371,467,283
41,371,467,284
41,371,468,281
41,371,468,282
41,371,469,282
41,371,469,283
41,371,468,283
41,371,468,284
41,371,469,284
41,371,469,285
41,371,470,283
41,371,470,284
41,627,471,226
41,627,471,227
41,627,472,226
41,627,472,227
41,627,472,228
42,121,775,373
42,121,775,374
42,121,775,375
42,121,776,373
42,121,776,374
42,121,777,374
42,121,777,375
42,121,776,375
42,377,773,429
42,377,772,429
42,377,772,430
42,377,773,430
42,377,773,431
42,377,772,431
42,633,775,489
42,633,775,490
42,633,776,489
42,633,776,490
42,633,776,491
43,115,401,285
43,115,401,286
43,115,401,287
43,115,402,286
43,371,405,235
43,371,405,236
43,371,407,235
43,371,406,235
43,371,406,236
43,371,407,236
43,371,406,237
43,627,407,181
43,627,406,181
43,627,406,182
43,627,407,182
43,627,407,183
43,627,406,183
44,122,117,55
44,122,116,56
44,122,117,56
44,122,117,57
44,122,116,57
44,122,117,58
44,122,118,56
44,122,118,57
44,378,115,113
44,378,114,113
44,378,114,114
44,378,115,114
44,378,115,115
44,378,114,115
44,634,115,167
44,634,114,167
44,634,114,168
44,634,115,168
44,634,115,169
44,634,114,169
45,115,167,398
45,115,167,399
45,115,168,398
45,115,168,399
45,371,173,346
45,371,173,347
45,371,174,345
45,371,174,346
45,371,175,346
45,371,175,347
45,371,174,347
45,371,174,348
45,627,175,293
45,627,174,293
45,627,174,294
45,627,175,294
45,627,175,295
45,627,176,293
45,627,176,294
45,627,176,295
46,122,183,280
46,122,183,281
46,122,183,282
46,122,184,280
46,122,184,281
46,122,184,282
46,378,185,336
46,378,185,337
46,378,185,338
46,378,186,336
46,378,186,337
46,378,186,338
46,634,193,391
46,634,193,392
46,634,194,390
46,634,195,391
46,634,194,391
46,634,194,392
46,634,195,392
47,121,730,130
47,121,731,130
47,121,731,131
47,121,730,131
47,121,730,132
47,121,731,132
47,121,732,131
47,377,733,180
47,377,733,181
47,377,732,181
47,377,732,182
47,377,733,182
47,377,733,183
47,377,732,183
47,377,734,180
47,377,734,181
47,377,734,182
47,377,735,182
47,377,734,183
47,633,739,233
47,633,738,233
47,633,738,234
47,633,739,234
47,633,739,235
47,633,740,233
47,633,740,234
48,121,969,193
48,121,969,194
48,121,970,192
48,121,971,192
48,121,971,193
48,121,970,193
48,121,970,194
48,121,971,194
48,377,969,252
48,377,969,253
48,377,968,253
48,377,968,254
48,377,969,254
48,377,970,252
48,377,970,253
48,377,970,254
48,633,969,314
48,633,969,315
48,633,969,316
48,633,970,314
48,633,970,315
48,633,970,316
49,115,358,192
49,115,359,192
49,115,359,193
49,115,358,193
49,115,358,194
49,115,359,194
49,371,361,139
49,371,361,140
49,371,363,139
49,371,362,139
49,371,362,140
49,371,363,140
49,627,363,91
49,627,364,90
49,627,365,90
49,627,365,91
49,627,364,91
49,627,364,92
50,115,217,245
50,115,216,246
50,115,217,246
50,115,217,247
50,115,218,246
50,115,218,247
50,371,229,189
50,371,228,189
50,371,228,190
50,371,229,190
50,371,229,191
50,371,230,190
50,627,235,131
50,627,235,132
50,627,235,133
50,627,236,131
50,627,236,132
50,627,236,133
51,115,265,279
51,115,264,280
51,115,265,280
51,115,265,281
51,115,264,281
51,115,266,280
51,371,271,229
51,371,271,230
51,371,273,229
51,371,272,229
51,371,272,230
51,371,273,230
51,627,277,180
51,627,277,181
51,627,277,182
51,627,278,180
51,627,279,181
51,627,278,181
51,627,278,182
51,627,279,182
52,122,471,127
52,122,471,128
52,122,472,127
52,122,472,128
52,122,472,129
52,378,471,185
52,378,472,184
52,378,473,184
52,378,473,185
52,378,472,185
52,378,472,186
52,378,473,186
52,634,475,243
52,634,475,244
52,634,475,245
52,634,476,243
52,634,476,244
52,634,476,245
53,114,723,133
53,114,722,133
53,114,722,134
53,114,723,134
53,114,723,135
53,114,722,135
53,114,724,134
53,370,724,82
53,370,725,82
53,370,725,83
53,370,724,83
53,626,725,31
53,626,724,31
53,626,724,32
53,626,725,32
53,626,725,33
54,121,861,134
54,121,861,135
54,121,860,135
54,121,860,136
54,121,861,136
54,121,861,137
54,121,862,134
54,121,863,135
54,121,862,135
54,121,862,136
54,121,863,136
54,121,862,137
54,377,857,186
54,377,857,187
54,377,857,188
54,377,858,186
54,377,859,187
54,377,858,187
54,377,858,188
54,633,855,239
54,633,855,240
54,633,857,239
54,633,856,239
54,633,856,240
54,633,857,240
54,633,857,241
54,633,856,241
55,114,719,107
55,114,719,108
55,114,720,107
55,114,720,108
55,370,721,58
55,370,721,59
55,370,722,58
55,370,723,58
55,370,723,59
55,370,722,59
55,370,722,60
55,626,723,10
55,626,723,11
55,626,722,11
55,626,722,12
55,626,723,12
55,626,723,13
55,626,722,13
55,626,724,11
55,626,724,12
55,626,724,13
56,115,539,441
56,115,540,440
56,115,541,441
56,115,540,441
56,115,540,442
56,371,551,388
56,371,551,389
56,371,550,389
56,371,550,390
56,371,551,390
56,371,551,391
56,371,550,391
56,371,552,389
56,371,552,390
56,627,559,336
56,627,559,337
56,627,559,338
56,627,560,336
56,627,560,337
56,627,560,338
57,114,887,43
57,114,886,43
57,114,886,44
57,114,887,44
57,114,887,45
57,114,886,45
57,378,133,0
57,378,133,1
57,634,131,55
57,634,131,56
57,634,132,54
57,634,133,55
57,634,132,55
57,634,132,56
58,114,691,449
58,114,692,448
58,114,693,449
58,114,692,449
58,114,692,450
58,114,693,450
58,370,689,403
58,370,689,404
58,370,691,403
58,370,690,403
58,370,690,404
58,370,691,404
58,626,687,354
58,626,687,355
58,626,686,355
58,626,687,356
58,626,688,355
59,114,586,124
59,114,587,125
59,114,586,125
59,114,586,126
59,370,588,74
59,370,589,74
59,370,589,75
59,370,588,75
59,370,589,76
59,370,590,74
59,370,590,75
59,626,587,23
59,626,587,24
59,626,588,23
59,626,588,24
59,626,588,25
60,114,845,239
60,114,844,239
60,114,844,240
60,114,860,284
60,114,861,284
60,114,861,285
60,114,860,285
60,114,862,284
60,114,862,285
60,370,859,229
60,370,859,230
60,370,859,231
60,370,860,229
60,370,860,230
60,370,860,231
60,626,857,172
60,626,857,173
60,626,856,173
60,626,857,174
60,626,858,173
60,626,858,174
61,115,321,158
61,115,321,159
61,115,320,159
61,115,320,160
61,115,321,160
61,115,322,159
61,115,322,160
61,371,327,103
61,371,326,103
61,371,326,104
61,371,327,104
61,371,327,105
61,371,326,105
61,627,330,48
61,627,331,48
61,627,331,49
61,627,330,49
61,627,331,50
61,627,332,49
62,115,27,102
62,115,27,103
62,115,26,103
62,115,26,104
62,115,27,104
62,115,27,105
62,115,28,102
62,115,28,103
62,115,28,104
62,371,29,49
62,371,29,50
62,371,29,51
62,371,29,52
62,371,31,49
62,371,30,49
62,371,30,50
62,371,31,50
62,371,31,51
62,371,30,51
62,371,30,52
62,371,31,52
62,627,29,3
62,627,28,3
62,627,28,4
62,627,29,4
62,627,29,5
62,627,30,3
62,627,30,4
62,627,30,5
63,114,988,196
63,114,989,196
63,114,989,197
63,114,988,197
63,114,988,198
63,114,989,198
63,114,990,197
63,114,990,198
63,370,986,152
63,370,987,152
63,370,987,153
63,370,986,153
63,370,986,154
63,370,987,154
63,370,988,153
63,626,982,110
63,626,983,110
63,626,983,111
63,626,982,111
63,626,982,112
63,626,983,112
63,626,984,111
64,115,321,296
64,115,321,297
64,115,321,298
64,115,322,296
64,115,322,297
64,371,324,244
64,371,325,244
64,371,325,245
64,371,324,245
64,371,325,246
64,371,326,244
64,371,326,245
64,371,326,246
64,627,326,192
64,627,327,193
64,627,326,193
64,627,326,194
64,627,327,194
65,115,21,127
65,115,20,127
65,115,20,128
65,115,21,128
65,115,21,129
65,115,20,129
65,371,20,74
65,371,21,74
65,371,21,75
65,371,20,75
65,371,20,76
65,371,21,76
65,371,22,74
65,371,22,75
65,371,22,76
65,627,17,20
65,627,18,19
65,627,18,20
65,627,19,20
65,627,18,21
66,121,817,37
66,121,817,38
66,121,819,37
66,121,818,37
66,121,818,38
66,121,819,38
66,121,818,39
66,377,815,94
66,377,815,95
66,377,814,95
66,377,814,96
66,377,815,96
66,377,816,95
66,377,816,96
66,633,815,148
66,633,815,149
66,633,815,150
66,633,816,148
66,633,817,149
66,633,816,149
66,633,816,150
67,121,951,130
67,121,951,131
67,121,951,132
67,121,952,130
67,121,953,131
67,121,952,131
67,121,952,132
67,121,953,132
67,121,952,133
67,377,945,190
67,377,946,189
67,377,946,190
67,377,947,190
67,377,947,191
67,377,946,191
67,633,941,247
67,633,942,246
67,633,943,247
67,633,942,247
67,633,942,248
67,633,943,248
68,114,777,137
68,114,778,136
68,114,779,136
68,114,779,137
68,114,778,137
68,114,778,138
68,114,779,138
68,114,780,135
68,114,780,136
68,114,781,136
68,114,781,137
68,114,780,137
68,114,780,138
68,370,781,84
68,370,781,85
68,370,782,84
68,370,783,84
68,370,783,85
68,370,782,85
68,370,782,86
68,626,783,33
68,626,783,34
68,626,784,33
68,626,784,34
68,626,785,34
68,626,784,35
69,115,69,294
69,115,69,295
69,115,68,295
69,115,68,296
69,115,69,296
69,115,69,297
69,115,70,294
69,115,71,295
69,115,70,295
69,115,70,296
69,115,71,296
69,115,70,297
69,371,75,246
69,371,75,247
69,371,74,247
69,371,75,248
69,371,76,246
69,371,76,247
69,371,76,248
69,627,81,193
69,627,80,194
69,627,81,194
69,627,81,195
69,627,80,195
69,627,81,196
69,627,82,193
69,627,82,194
69,627,82,195
70,114,759,95
70,114,760,94
70,114,761,94
70,114,761,95
70,114,760,95
70,114,760,96
70,114,761,96
70,370,766,46
70,370,767,46
70,370,767,47
70,370,766,47
70,370,766,48
70,370,767,48
71,378,195,53
71,378,194,54
71,378,195,54
71,378,195,55
71,378,194,55
71,378,196,54
71,378,196,55
71,634,197,107
71,634,196,107
71,634,196,108
71,634,197,108
71,634,197,109
71,634,196,109
72,121,747,135
72,121,747,136
72,121,749,135
72,121,748,135
72,121,748,136
72,121,749,136
72,121,748,137
72,377,739,197
72,377,740,196
72,377,741,196
72,377,741,197
72,377,740,197
72,377,740,198
72,377,741,198
72,633,735,255
72,633,736,254
72,633,736,255
72,633,736,256
73,377,613,53
73,377,613,54
73,377,613,55
73,377,614,53
73,377,614,54
73,377,615,54
73,377,614,55
73,633,609,109
73,633,608,109
73,633,608,110
73,633,609,110
73,633,609,111
73,633,608,111
74,114,847,473
74,114,846,473
74,114,846,474
74,114,847,474
74,114,847,475
74,114,846,475
74,370,845,424
74,370,845,425
74,370,845,426
74,370,846,424
74,370,847,424
74,370,847,425
74,370,846,425
74,370,846,426
74,370,847,426
74,626,841,375
74,626,841,376
74,626,841,377
74,626,842,375
74,626,842,376
74,626,842,377
75,114,775,8
75,114,775,9
75,114,776,8
75,114,777,8
75,114,777,9
75,114,776,9
75,114,776,10
75,378,258,26
75,378,259,26
75,378,259,27
75,378,258,27
75,378,258,28
75,378,259,28
75,378,260,27
75,378,260,28
75,634,271,69
75,634,270,70
75,634,271,70
75,634,271,71
75,634,270,71
75,634,272,70
75,634,272,71
76,114,889,141
76,114,889,142
76,114,890,140
76,114,891,140
76,114,891,141
76,114,890,141
76,114,890,142
76,114,891,142
76,114,890,143
76,370,889,90
76,370,889,91
76,370,888,91
76,370,888,92
76,370,889,92
76,370,889,93
76,370,890,91
76,370,890,92
76,626,881,43
76,626,880,43
76,626,880,44
76,626,881,44
76,626,881,45
76,626,880,45
77,114,969,61
77,114,968,61
77,114,968,62
77,114,969,62
77,114,969,63
77,114,968,63
77,370,965,6
77,370,965,7
77,370,966,6
77,370,967,6
77,370,967,7
77,370,966,7
77,370,966,8
77,634,63,35
77,634,63,36
77,634,63,37
77,634,64,35
77,634,64,36
77,634,64,37
78,114,845,290
78,114,845,291
78,114,844,291
78,114,844,292
78,114,845,292
78,114,845,293
78,114,844,293
78,114,846,291
78,114,846,292
78,370,847,236
78,370,847,237
78,370,846,237
78,370,847,238
78,370,848,235
78,370,848,236
78,370,849,236
78,370,849,237
78,370,848,237
78,370,848,238
78,370,849,238
78,626,850,182
78,626,851,182
78,626,851,183
78,626,850,183
78,626,850,184
78,626,851,184
78,626,852,183
79,115,50,24
79,115,51,24
79,115,51,25
79,115,50,25
79,115,51,26
79,377,965,20
79,377,965,21
79,377,964,21
79,377,964,22
79,377,965,22
79,377,965,23
79,377,966,21
79,377,966,22
79,633,963,74
79,633,963,75
79,633,962,75
79,633,963,76
79,633,964,74
79,633,964,75
80,371,405,482
80,371,405,483
80,371,406,482
80,371,407,482
80,371,407,483
80,371,406,483
80,371,406,484
80,627,409,432
80,627,409,433
80,627,409,434
80,627,410,432
80,627,410,433
80,627,410,434
81,122,21,65
81,122,21,66
81,122,22,65
81,122,22,66
81,378,19,118
81,378,19,119
81,378,19,120
81,378,20,118
81,378,20,119
81,634,20,174
81,634,21,174
81,634,21,175
81,634,20,175
81,634,21,176
81,634,22,174
81,634,22,175
82,115,219,218
82,115,219,219
82,115,219,220
82,115,220,218
82,115,220,219
82,115,220,220
82,371,231,164
82,371,231,165
82,371,232,163
82,371,232,164
82,371,233,164
82,371,232,165
82,627,241,114
82,627,241,115
82,627,242,114
82,627,242,115
82,627,242,116
83,114,656,248
83,114,657,248
83,114,657,249
83,114,656,249
83,114,656,250
83,114,657,250
83,114,658,249
83,370,657,191
83,370,657,192
83,370,658,190
83,370,659,190
83,370,659,191
83,370,658,191
83,370,658,192
83,370,659,192
83,370,658,193
83,626,657,130
83,626,657,131
83,626,657,132
83,626,658,131
83,626,658,132
84,114,697,283
84,114,696,284
84,114,697,284
84,114,697,285
84,114,696,285
84,114,698,283
84,114,698,284
84,114,699,284
84,114,698,285
84,370,698,230
84,370,699,230
84,370,699,231
84,370,698,231
84,370,698,232
84,370,699,232
84,626,695,179
84,626,695,180
84,626,696,178
84,626,697,178
84,626,697,179
84,626,696,179
84,626,696,180
84,626,697,180
85,115,95,144
85,115,95,145
85,115,94,145
85,115,95,146
85,115,96,144
85,115,96,145
85,115,96,146
85,371,99,93
85,371,99,94
85,371,100,92
85,371,101,93
85,371,100,93
85,371,100,94
85,371,101,94
85,371,101,95
85,371,100,95
85,371,102,94
85,627,107,44
85,627,107,45
85,627,106,45
85,627,107,46
85,627,108,44
85,627,108,45
85,627,108,46
86,121,843,43
86,121,844,42
86,121,845,42
86,121,845,43
86,121,844,43
86,121,844,44
86,121,845,44
86,121,845,45
86,121,844,45
86,121,846,43
86,121,846,44
86,377,841,92
86,377,841,93
86,377,841,94
86,377,842,92
86,377,842,93
86,377,842,94
86,633,843,134
86,633,843,135
