0	3735.000000	3738.000000	3793.000000	3765.000000	3969.000000	3964.000000	3975.000000	3951.000000	2175.000000	
1	3735.000000	3738.000244	3793.000000	3765.000000	3969.000000	3964.000244	3975.000244	3951.000244	2175.000000	
2	3735.001709	3749.999023	3797.999512	3770.997803	3975.000000	3974.998291	3989.997314	3959.995850	2173.000488	
3	3738.999023	3747.998535	3797.000732	3766.001465	3975.000488	3971.002686	3983.999023	3951.000732	2174.000244	
4	3734.002686	3741.003662	3799.998291	3772.996338	3976.999023	3982.993652	3980.002197	3953.998291	2174.999512	
5	3738.992432	3747.989258	3790.015137	3767.009033	3977.998535	3979.006104	3971.013672	3950.006104	2176.997070	
6	3737.004150	3744.008057	3800.977783	3767.000000	3983.987793	3976.006104	3986.967529	3951.995850	2176.001953	
7	3736.002441	3744.000000	3797.009277	3765.004639	3978.013916	3976.997559	3980.016357	3951.002441	2172.009277	
8	3737.995850	3744.998047	3799.993896	3767.993896	3979.995850	3980.991699	3974.012451	3962.975098	2175.991699	
9	3738.997803	3752.983154	3807.983154	3760.016846	3977.006348	3972.019043	3982.980957	3958.010498	2174.004150	
10	3734.013428	3745.021484	3803.013428	3770.970459	3984.978516	3972.997314	3985.991943	3960.991943	2173.002686	
11	3740.968018	3744.004639	3794.041260	3766.022949	3988.981689	3973.995361	3973.059326	3948.059326	2173.995361	
12	3743.979492	3753.931396	3803.931396	3766.000000	3982.048096	3977.972656	3969.027344	3954.951904	2174.000000	
13	3744.990723	3746.074463	3800.037109	3768.972168	3977.046387	3974.037109	3984.851318	3950.046387	2173.009277	
14	3749.941162	3745.011719	3796.047119	3775.917480	3982.929443	3987.835205	3985.988281	3957.905762	2176.952881	
15	3750.000000	3745.985107	3804.865723	3760.238525	3973.149170	3982.089355	3986.000000	3957.014893	2176.014893	
16	3743.129150	3746.000000	3805.000000	3763.926270	3978.889160	3981.018555	3984.036865	3960.926270	2177.963135	
17	3744.955322	3750.888184	3805.000000	3770.843506	3978.022461	3981.977539	3980.089355	3957.089355	2178.977539	
18	3745.000000	3744.181396	3805.974121	3775.870605	3988.715088	3979.077637	3989.740967	3964.792725	2179.974121	
19	3738.206543	3743.029541	3802.117920	3762.413086	3979.295166	3981.911377	3983.206543	3950.442627	2180.000000	
20	3742.835205	3743.967041	3805.868164	3770.703369	3985.769287	3973.296631	3983.967041	3953.868164	2178.065918	
21	3736.258057	3737.258057	3796.368652	3752.700439	3971.552979	3974.926270	3972.442383	3944.368652	2177.036865	
22	3734.082031	3751.384033	3797.917969	3773.096436	3987.301758	3981.712402	3972.000000	3960.301758	2175.082031	
23	3729.230469	3748.184326	3799.907959	3763.506836	3981.322510	3970.552734	3974.861816	3951.460693	2174.046143	
24	3732.793457	3753.689941	3793.361572	3773.431641	3977.206543	3983.276855	3979.741699	3959.535156	2172.103271	
25	3733.000000	3741.745361	3799.598633	3768.343994	3979.828125	3982.114746	3976.229248	3947.745361	2171.057373	
26	3733.937256	3751.310059	3794.376221	3764.250977	3979.062744	3968.878174	3975.062744	3961.996582	2171.000000	
27	3733.068848	3745.482666	3788.413818	3760.275879	3972.482666	3964.275879	3980.586182	3952.758545	2172.862061	
28	3736.698486	3750.547852	3800.944824	3768.321777	3978.472412	3975.095703	3982.849365	3953.849365	2173.000000	
29	3745.263184	3743.655029	3795.572998	3764.409424	3976.245605	3964.064453	3975.655029	3950.327393	2173.918213	
30	3746.000000	3751.206055	3804.117920	3765.823486	3984.206055	3979.412354	3978.647217	3956.382568	2174.911865	
31	3749.619873	3746.570312	3799.570312	3768.714844	3982.285156	3965.615967	3980.809814	3947.045654	2173.190186	
32	3746.407227	3746.000000	3803.490967	3770.796387	3980.203613	3973.880371	3984.592773	3959.473145	2173.898193	
33	3748.674316	3739.760254	3804.000000	3764.760254	3978.217285	3971.434326	3976.085938	3953.868652	2174.000000	
34	3746.344482	3744.311035	3808.426025	3776.392578	3981.540771	3978.081543	3981.196289	3953.885254	2174.000000	
35	3742.483643	3745.879150	3804.604736	3769.209229	3981.120850	3983.395264	3984.637207	3961.911621	2174.000000	
36	3740.253418	3751.239746	3807.493164	3775.859619	3988.859619	3980.506836	3982.380127	3965.619873	2174.873291	
37	3738.264404	3756.338867	3813.206543	3778.735596	3983.925537	3978.264404	3987.206543	3951.247803	2174.132324	
38	3739.725830	3757.000000	3815.725830	3775.548340	3987.314697	3976.274170	3985.411133	3960.218018	2174.000000	
39	3732.276123	3753.567139	3799.694092	3765.559814	3985.425293	3972.567139	3974.701660	3956.850830	2172.283691	
40	3736.122070	3753.000000	3806.390381	3771.682861	3990.975586	3980.536621	3988.365967	3958.561035	2171.146240	
41	3739.546143	3753.848633	3804.605225	3768.756348	3974.176758	3970.966553	3982.512695	3955.605225	2172.697510	
42	3742.530029	3749.783203	3806.530029	3773.903564	3979.433594	3978.276855	3981.000000	3968.493652	2175.530029	
43	3747.188965	3743.973389	3804.486572	3775.837891	3981.000000	3971.622314	3984.351074	3954.244629	2177.675537	
44	3738.014404	3744.664307	3801.503662	3772.671387	3977.671387	3977.489258	3982.503662	3955.992920	2179.664307	
45	3740.130371	3740.043701	3805.130371	3767.043701	3978.652100	3978.173828	3989.434570	3960.304199	2179.173828	
46	3747.560059	3736.540039	3810.100098	3765.179932	3983.920166	3969.799805	3989.359863	3964.280029	2178.179932	
47	3742.484863	3738.443115	3804.484863	3771.515137	3985.000000	3976.958252	3985.742432	3958.484863	2178.814453	
48	3748.286133	3748.714844	3799.761719	3775.428711	3993.095703	3986.286133	3990.666992	3964.286133	2178.190430	
